Permit_Num,Permit_Type,Structure_Type,Work,Street_Num,Street_Name,Street_Type,Street_Direction,Postal,Geo_Id,Ward_Grid,Application_Date,Issued_Date,Completed_Date,Status,Description,Est_Const_Cost,Address,Coordinates,Ward_Index,Ward
12 296723 BLD,New Building,Apartment Building,New Building,299,ROEHAMPTON,AVE, ,M4P,7651227.0,S2201,2012-12-20,2014-04-15,2016-02-18,Closed,"Demo existing 2 storey townhouse development consisting of 7 rental units on North East portion of existing 'lot' which consists of # 299 Roehampton Ave.(Area B) and # 322 Eglinton Ave. East (Area A) to remain;  and construct new 16 storey apartment building with 221 Dwelling Units (Area C), 1 Storey Recreation Centre (Area D) for the exclusive use of Residents of the 'lot', and new vehicular ramp enclosure (Area E). One vehicular ramp to the underground garage will also be demolished
Parking to be within the existing 2 levels of the underground garage which is shared by all three towers.
Existing vehicular access from Roehampton Ave. and Rawlinson Ave will remain from these streets but will be relocated. New surface drive aisles are proposed.
See also 12 296716 DEM, 12 244374 STE, 12 149734 ZPR, 12 149122 MV and Final and Binding A0248/12TEY.",37000000,"299,ROEHAMPTON,AVE   M4P",POINT (-79.389745 43.709532),11.0,Don Valley West
12 298613 BLD,New Houses,SFD - Detached,New Building,69,BLYTH HILL,RD, ,M4N,490844.0,N2508,2012-12-31,2013-06-27,2016-02-18,Closed,Two storey single family dwelling with below grade garage and finished basement as per committee decision. Existing dwelling already demolished (05-125889) and cabana constructed under permit (05-125905),785360,"69,BLYTH HILL,RD   M4N",POINT (-79.382039 43.71803),11.0,Don Valley West
13 100817 BLD,New Houses,SFD - Detached,New Building,106,KINGSDALE,AVE, ,M2N,533735.0,N2304,2013-01-03,2013-10-02,2016-06-17,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,700000,"106,KINGSDALE,AVE   M2N",POINT (-79.407168 43.771667),2.0,Willowdale
13 108330 BLD,New Building,Apartment Building,New Building,80,ESTHER LORRIE,DR, ,###,30033018.0,W0203,2013-01-18,2014-09-26,2016-05-02,Closed,"Construct new (12) storey residential condo with (260) units, (1) dwelling room and (3) levels of underground parking.",37765500,"80,ESTHER LORRIE,DR   ###",POINT (-79.577134 43.732031),14.0,Etobicoke North
13 110614 BLD,New Houses,SFD - Detached,New Building,1,FORDHAM,PL, ,M3B,517303.0,N2505,2013-01-24,2013-04-11,2016-01-25,Closed,Two storey single family dwelling with integral garage at grade,700000,"1,FORDHAM,PL   M3B",POINT (-79.350569 43.742614),19.0,Don Valley East
13 111866 BLD,New Houses,SFD - Detached,New Building,15,CHELFORD,RD, ,M3B,498338.0,N2504,2013-01-28,2013-04-04,2016-07-18,Closed,Two storey dwelling with attached garage.,705288,"15,CHELFORD,RD   M3B",POINT (-79.364805 43.742047),11.0,Don Valley West
13 119249 BLD,New Houses,SFD - Detached,New Building,14,LLOYDMINSTER,CRES, ,M2M,537588.0,N2401,2013-02-13,2013-04-16,2016-02-04,Closed,New two storey dwelling with attached garage.,725000,"14,LLOYDMINSTER,CRES   M2M",POINT (-79.406199 43.796656),2.0,Willowdale
13 120649 BLD,New Houses,SFD - Detached,New Building,39,CLYDE,AVE, ,M5M,500897.0,N1602,2013-02-15,2013-05-30,2016-09-13,Closed,Two storey single family dwelling with attached garage and finished basement.,630000,"39,CLYDE,AVE   M5M",POINT (-79.424189 43.732895),17.0,Eglinton-Lawrence
13 123474 BLD,New Houses,SFD - Detached,New Building,99,BIDEWELL,AVE, ,M3H,8985729.0,N1005,2013-02-22,2013-07-12,2016-02-26,Closed,Two storey single family dwelling with integral garage at grade,709988,"99,BIDEWELL,AVE   M3H",POINT (-79.422558 43.745177),1.0,York Centre
13 127563 BLD,New Houses,SFD - Detached,New Building,117,UPPER CANADA,DR, ,M2P,570914.0,N2501,2013-03-04,2013-06-07,2016-02-11,Closed,Two storey single family dwelling with at grade two car garage and finished basement.,775000,"117,UPPER CANADA,DR   M2P",POINT (-79.400831 43.756546),11.0,Don Valley West
13 128848 BLD,New Houses,SFD - Detached,New Building,10,MANOR HAVEN,RD, ,M6A,539732.0,N1502,2013-03-06,2013-09-10,2016-02-01,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,552000,"10,MANOR HAVEN,RD   M6A",POINT (-79.436303 43.721748),17.0,Eglinton-Lawrence
13 141218 BLD,New Houses,SFD - Detached,New Building,33,BAYVIEW,WOOD, ,M4N,11575344.0,N2508,2013-03-27,2013-06-11,2016-02-18,Closed,Two storey single family dwelling with integral at grade garage and finished basement.,750000,"33,BAYVIEW,WOOD   M4N",POINT (-79.383745 43.726697),11.0,Don Valley West
13 147105 BLD,New Building,Mixed Use/Res w Non Res,New Building,1960,QUEEN,ST,E,M4L,9980067.0,S3209,2013-04-09,2014-07-03,2016-09-09,Closed,"Proposal to construct a 6 sty condo with ground floor retail, 2 levels of underground parking, and 28 residential units. See active Demo permit.
",8000000,"1960,QUEEN,ST E M4L",POINT (-79.302182 43.669744),4.0,Beaches-East York
13 147632 BLD,New Houses,SFD - Detached,New Building,21,DACRE,CRES, ,M6S,789404.0,W1310,2013-04-10,2013-07-23,2016-11-18,Closed,To construct new 3 storey single family detached dwelling with integral garage.,800000,"21,DACRE,CRES   M6S",POINT (-79.472484 43.65001),13.0,Parkdale-High Park
13 155357 BLD,New Building,Mixed Use/Res w Non Res,New Building,3087,DANFORTH,AVE, ,M1L,325384.0,E3506,2013-04-23,2015-01-21,2016-11-03,Closed,"Proposed 4 storey affordable housing building containing 20 dwelling units.  A total of 5 surface vehicle parking spaces are proposed on site with access from the rear public lane off Thora Avenue, and 18 bicycle spaces.  Revised design reflects a Danforth Ave. road widening, increased building setback from Thora Ave., and reallocation of first floor spaces with increased retail space and garbage room moved to the rear. Has Final and Binding approval for variance relating to setbacks (from Danforth Rd. and for ground floor residential units), parking reductions and rear angular plane.",3000000,"3087,DANFORTH,AVE   M1L",POINT (-79.286856 43.691411),5.0,Scarborough Southwest
13 159298 BLD,New Houses,SFD - Detached,New Building,13,EDMONTON,RD, ,M2J,30028984.0,N3304,2013-04-30,2013-10-07,2016-06-16,Closed,Two storey single family dwelling with integral garage at grade,600000,"13,EDMONTON,RD   M2J",POINT (-79.338199 43.78208),18.0,Don Valley North
13 160797 BLD,New Houses,SFD - Detached,New Building,122,ESTELLE,AVE, ,M2N,7155121.0,N2303,2013-05-02,2013-06-07,2016-11-30,Closed,Three storey single family dwelling with integral garage at grade.,650000,"122,ESTELLE,AVE   M2N",POINT (-79.394512 43.778036),2.0,Willowdale
13 162501 BLD,New Houses,SFD - Detached,New Building,101,CHESTNUT HILLS,PKWY, ,M9A,7195885.0,W0405,2013-05-06,2013-06-25,2016-04-18,Closed,Proposal to construct new two storey single family detached dwelling with attached garage.,650000,"101,CHESTNUT HILLS,PKWY   M9A",POINT (-79.524715 43.659243),16.0,Etobicoke Centre
13 163056 BLD,New Houses,SFD - Detached,New Building,5,BERKINDALE,CRES, ,M2L,3310466.0,N2502,2013-05-06,2013-08-07,2016-03-17,Closed,Two storey single family dwelling with integral garage at grade,850000,"5,BERKINDALE,CRES   M2L",POINT (-79.383157 43.754409),11.0,Don Valley West
13 164196 BLD,New Houses,SFD - Detached,New Building,83,EASTVILLE,AVE, ,M1M,330267.0,E3610,2013-05-07,2013-11-21,2016-02-26,Closed,"New 2 storey SFD, existing house to be demolished",950000,"83,EASTVILLE,AVE   M1M",POINT (-79.23517 43.717825),5.0,Scarborough Southwest
13 165227 BLD,New Houses,SFD - Detached,New Building,48,DUNLOE,RD, ,M5P,797806.0,S2202,2013-05-08,2013-08-19,2016-01-27,Closed,Proposal to construct new two storey detached single family dwelling with a basement garage (see 12-292008 ZPR and 12-292054 MV),1500000,"48,DUNLOE,RD   M5P",POINT (-79.413219 43.693962),12.0,Toronto-St. Paul's
13 174809 BLD,New Houses,SFD - Detached,New Building,46,EASTGLEN,CRES, ,M9B,997881.0,W0305,2013-05-27,2014-07-31,2016-08-23,Closed,Proposal to construct new 2 storey sfd-detached with integral garage,550000,"46,EASTGLEN,CRES   M9B",POINT (-79.551752 43.651095),16.0,Etobicoke Centre
13 182951 BLD,New Houses,SFD - Detached,New Building,112,HOUNSLOW,AVE, ,M2N,7094599.0,N2302,2013-06-06,2013-09-17,2016-12-02,Closed,Two storey single family dwelling with integral at grade two car garage and finished basement.,675000,"112,HOUNSLOW,AVE   M2N",POINT (-79.419763 43.774657),2.0,Willowdale
13 185658 BLD,New Houses,SFD - Detached,New Building,280,ELLERSLIE,AVE, ,M2R,511558.0,N2302,2013-06-11,2013-09-20,2016-05-27,Closed,Two storey single family dwelling with integral garage,700000,"280,ELLERSLIE,AVE   M2R",POINT (-79.427504 43.768693),2.0,Willowdale
13 186698 BLD,New Houses,SFD - Detached,New Building,75,BROOKE,AVE, ,M5M,493069.0,N1602,2013-06-12,2013-07-30,2016-06-20,Closed,New two storey dwelling with attached garage.,510000,"75,BROOKE,AVE   M5M",POINT (-79.411014 43.734882),17.0,Eglinton-Lawrence
13 187458 BLD,New Houses,SFD - Detached,New Building,179,EDENBRIDGE,DR, ,M9A,998151.0,W0406,2013-06-13,2013-08-30,2016-07-06,Closed,To construct new 3 storey single family dwelling.,900000,"179,EDENBRIDGE,DR   M9A",POINT (-79.513616 43.674707),16.0,Etobicoke Centre
13 187539 BLD,New Houses,SFD - Detached,New Building,0,EDENBRIDGE,DR, ,###,,W0406,2013-06-13,2013-09-10,2016-09-07,Closed,To construct new 3 storey single family detached dwelling.,900000,"0,EDENBRIDGE,DR   ###",POINT (-79.527971 43.667166),16.0,Etobicoke Centre
13 190118 BLD,New Houses,SFD - Detached,New Building,336,PARKVIEW,AVE, ,M2N,3315967.0,N2303,2013-06-18,2013-10-01,2016-12-20,Closed,New three storey single family dwelling with attached garage.,640000,"336,PARKVIEW,AVE   M2N",POINT (-79.394932 43.775284),2.0,Willowdale
13 193069 BLD,New Houses,SFD - Detached,New Building,30,PALOMINO,CRES, ,M2K,548657.0,N2405,2013-06-24,2013-09-03,2016-03-24,Closed,Two storey single family dwelling with integral garage at grade,630920,"30,PALOMINO,CRES   M2K",POINT (-79.387211 43.776158),18.0,Don Valley North
13 196271 BLD,New Houses,SFD - Detached,New Building,46,PRINCESS,AVE, ,M2N,553061.0,N2304,2013-06-28,2013-10-10,2016-01-22,Closed,2 storey detached single family dwelling with integral garage and finished basement,693496,"46,PRINCESS,AVE   M2N",POINT (-79.410166 43.769184),2.0,Willowdale
13 202558 BLD,New Houses,SFD - Detached,New Building,6,ASTLEY,AVE, ,M4W,7949730.0,S2705,2013-07-11,2013-08-01,2016-01-25,Closed,Proposed construction of a new three storey single family dwelling (268.98m2) with integral at grade garage and finished basement area (127.59m2),1000000,"6,ASTLEY,AVE   M4W",POINT (-79.369523 43.687882),3.0,University-Rosedale
13 205787 BLD,New Houses,SFD - Detached,New Building,507,DELORAINE,AVE, ,M5M,506769.0,N1602,2013-07-17,2013-08-14,2016-01-29,Closed,Two storey dwelling with attached garage and finished basement,700000,"507,DELORAINE,AVE   M5M",POINT (-79.424492 43.729585),17.0,Eglinton-Lawrence
13 207548 BLD,New Houses,SFD - Detached,New Building,429,EMPRESS,AVE, ,M2N,3315993.0,N2304,2013-07-19,2013-10-04,2016-07-13,Closed,Two storey dwelling with attached garage and finished basement,1000000,"429,EMPRESS,AVE   M2N",POINT (-79.390693 43.773956),2.0,Willowdale
13 208392 BLD,New Houses,SFD - Detached,New Building,560,MELROSE,AVE, ,M5M,542445.0,N1602,2013-07-22,2013-11-05,2016-02-25,Closed,Three storey single family dwelling with integral garage at grade,700000,"560,MELROSE,AVE   M5M",POINT (-79.429218 43.728205),17.0,Eglinton-Lawrence
13 209299 BLD,New Houses,SFD - Detached,New Building,76,MONTRESSOR,DR, ,M2P,9942149.0,N2501,2013-07-23,2013-08-29,2016-11-30,Closed,Two storey detached single family dwelling with integral garage and finished basement,1000000,"76,MONTRESSOR,DR   M2P",POINT (-79.39387 43.758755),11.0,Don Valley West
13 209501 BLD,New Houses,SFD - Detached,New Building,115,BROOKE,AVE, ,M5M,493100.0,N1602,2013-07-24,2013-09-13,2016-03-04,Closed,Two storey detached single family dweling with integral garage and finished basement,751680,"115,BROOKE,AVE   M5M",POINT (-79.4136 43.734282),17.0,Eglinton-Lawrence
13 219518 BLD,New Houses,SFD - Detached,New Building,138,THE KINGSWAY, , ,M8X,10080036.0,W0503,2013-08-13,2014-05-01,2016-12-15,Closed,To construct a new detached dwelling with an attached garage.,600000,"138,THE KINGSWAY,    M8X",POINT (-79.513325 43.654294),15.0,Etobicoke-Lakeshore
13 227039 BLD,New Houses,SFD - Detached,New Building,15,PLYMBRIDGE,RD, ,M2P,552367.0,N2503,2013-08-27,2013-09-16,2016-02-18,Closed,Construction of new 2 storey detached single family dwelling with integral garage - less than 50% of walls of existing house to remain,600000,"15,PLYMBRIDGE,RD   M2P",POINT (-79.399626 43.739597),11.0,Don Valley West
13 231023 BLD,New Houses,SFD - Detached,New Building,419,EMPRESS,AVE, ,M2N,3315981.0,N2304,2013-09-05,2013-09-18,2016-12-06,Closed,Two storey dwelling with attached garage at grade,544000,"419,EMPRESS,AVE   M2N",POINT (-79.391584 43.773781),2.0,Willowdale
13 233160 BLD,New Houses,SFD - Detached,New Building,52,RISEBROUGH,AVE, ,M2M,556159.0,N2401,2013-09-10,2014-01-17,2016-02-09,Closed,Construction of a new two storey single family detached dwelling (373.67m2) with integral at grade garage and finished basement area (160.11m2),700000,"52,RISEBROUGH,AVE   M2M",POINT (-79.397379 43.790496),2.0,Willowdale
13 233334 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,22,TURNER,RD, ,M6G,877592.0,S2107,2013-09-10,2013-12-05,2016-01-27,Closed,To alter the existing two-storey single family detached dwelling by completing interior alterations to the first and second floor (231.56 m2) and to complete basement finishing including a cold cellar addition (95.13 m2).  A rear uncovered platform will also be constructed off the ground floor.  ,550000,"22,TURNER,RD   M6G",POINT (-79.426164 43.676421),12.0,Toronto-St. Paul's
13 234217 BLD,New Houses,SFD - Detached,New Building,272,HOLMES,AVE, ,M2N,528460.0,N2303,2013-09-11,2013-12-17,2016-01-28,Closed,Construction of a new two storey single family dwelling (301.18m2) with integral at grade garage and finished basement area (116.99m2),1300000,"272,HOLMES,AVE   M2N",POINT (-79.39529 43.782414),2.0,Willowdale
13 235450 BLD,New Houses,SFD - Detached,New Building,31,RISA,BLVD, ,M6B,14077542.0,N1504,2013-09-13,2013-10-10,2016-04-08,Closed,Construction of a new two storey single family detached dwelling (324.29m2) with integral at grade garage and finished basement (150.34m2),624784,"31,RISA,BLVD   M6B",POINT (-79.450493 43.704766),17.0,Eglinton-Lawrence
13 243352 BLD,New Houses,SFD - Detached,New Building,34,LARKFIELD,DR, ,M3B,535229.0,N2504,2013-09-30,2013-10-16,2016-03-08,Closed,Two storey detached single family dwelling with integral garage and finished basement,700000,"34,LARKFIELD,DR   M3B",POINT (-79.359104 43.738984),11.0,Don Valley West
13 258914 BLD,New Houses,SFD - Detached,New Building,113,VALECREST,DR, ,M9A,7974837.0,W0406,2013-10-30,2015-01-08,2016-06-03,Closed,Demolition of existing bungalow and construction of a new 2-storey single-family dwelling with an attached garage having 2 levels one above grade and one below..,600000,"113,VALECREST,DR   M9A",POINT (-79.520152 43.673968),16.0,Etobicoke Centre
13 262038 BLD,New Houses,SFD - Detached,New Building,688,CONACHER,DR, ,M2M,7344378.0,N2401,2013-11-06,2013-11-28,2016-04-12,Closed,Two storey detached single family dwelling with integral garage and finished basement,860000,"688,CONACHER,DR   M2M",POINT (-79.400393 43.798324),2.0,Willowdale
13 263019 BLD,New Houses,SFD - Detached,New Building,40,ORIOLE,RD, ,M4V,849294.0,S2207,2013-11-08,2013-11-25,2016-07-12,Closed,"To cosntruct a new three-storey single family detached dwelling (355.43 m2) with two balconies, and an attached garage. ",600000,"40,ORIOLE,RD   M4V",POINT (-79.400735 43.688348),12.0,Toronto-St. Paul's
13 263021 BLD,New Houses,SFD - Detached,New Building,42,ORIOLE,RD, ,###,30054446.0,S2207,2013-11-08,2014-02-12,2016-03-18,Closed,"To cosntruct a new three-storey single family detached dwelling (357.19 m2) with two balconies, and an attached garage. ",600000,"42,ORIOLE,RD   ###",POINT (-79.40074 43.688378),12.0,Toronto-St. Paul's
13 264038 BLD,New Houses,SFD - Detached,New Building,22,MAUREEN,DR, ,M2K,4504041.0,N2405,2013-11-12,2013-12-10,2016-01-11,Closed,Two storey single family dwelling with integral two car garage at grade and finished basement.,700000,"22,MAUREEN,DR   M2K",POINT (-79.373872 43.771286),18.0,Don Valley North
13 265564 BLD,Small Residential Projects,SFD - Detached,Interior Alterations,55,BOSWELL,AVE, ,M5R,11034591.0,S2003,2013-11-14,2014-01-03,2016-02-11,Closed,Proposal for interior alterations to all floors and underpinning to an existing 2 storey SFD-detached dwelling.  See also 13 234002 ZZC.,850000,"55,BOSWELL,AVE   M5R",POINT (-79.398042 43.671976),3.0,University-Rosedale
13 269383 B01,New Houses,SFD - Detached,New Building - Lead,716,MARLEE,AVE, ,M6B,10339963.0,N1504,2013-11-25,2014-04-10,2016-01-18,Closed,Construct a new two storey single family dwelling with intergal garage,550000,"716,MARLEE,AVE   M6B",POINT (-79.444788 43.710945),17.0,Eglinton-Lawrence
13 269383 B03,New Houses,SFD - Detached,New Building,716,MARLEE,AVE, ,M6B,10339963.0,N1504,2013-11-25,2014-04-10,2016-01-18,Closed,Construct a new two storey single family dwelling with intergal garage,550000,"716,MARLEE,AVE   M6B",POINT (-79.444788 43.710945),17.0,Eglinton-Lawrence
13 269383 B04,New Houses,SFD - Detached,New Building,716,MARLEE,AVE, ,M6B,10339963.0,N1504,2013-11-25,2014-04-10,2016-02-03,Closed,Construct a new two storey single family dwelling with intergal garage,550000,"716,MARLEE,AVE   M6B",POINT (-79.444788 43.710945),17.0,Eglinton-Lawrence
13 270201 BLD,New Houses,SFD - Detached,New Building,23,GRANITE,ST, ,M3H,523108.0,N1004,2013-11-26,2013-12-18,2016-08-24,Closed,New two storey single family dwelling with intergral garage with finished basement,1200000,"23,GRANITE,ST   M3H",POINT (-79.44744 43.747704),1.0,York Centre
13 271456 BLD,New Houses,SFD - Detached,New Building,165,RIDLEY,BLVD, ,M5M,555980.0,N1602,2013-11-28,2014-06-23,2016-03-03,Closed,Construct new two storey single family dwelling with intergral garage in and finished basement,687336,"165,RIDLEY,BLVD   M5M",POINT (-79.41796 43.737818),17.0,Eglinton-Lawrence
13 276371 BLD,New Houses,SFD - Detached,New Building,46,DUNVEGAN,RD, ,M4V,797941.0,S2206,2013-12-10,2014-01-20,2016-03-10,Closed,"To construct a new three-storey single family detached dwelling (1099.77 m2) with below grade garage and a rear deck off the second floor.

",1000000,"46,DUNVEGAN,RD   M4V",POINT (-79.405772 43.687593),12.0,Toronto-St. Paul's
14 107814 BLD,New Houses,SFD - Detached,New Building,75,LORRAINE,DR, ,M2N,7730387.0,N2302,2014-01-22,2014-02-10,2016-07-22,Closed,Two storey detached single family dwelling with integral garage and finished basement,650000,"75,LORRAINE,DR   M2N",POINT (-79.422365 43.776481),2.0,Willowdale
